,index,filename,topic,department,province
5280,6632,云岩区科技局验收项目清单_2020-03-19_12_57_50_13.xlsx,财政收支,科技部门,贵州
5281,6633,云岩区科技局验收项目清单_2020-03-19_12_57_56_14.xlsx,财政收支,科技部门,贵州
5282,6634,云岩区科技局验收项目清单_2021-01-18_15_06_07_15.xlsx,财政收支,科技部门,贵州
5283,6635,云岩区税务局_欠税情况公告_2020-11-10_12_40_14_2.xlsx,财政税收,税务部门,贵州
5284,6636,云岩区税务局_欠税情况公告_2021-10-18_14_49_46_7.xls,财政税收,税务部门,贵州
5300,6652,云岩区诊所卫生所医务室基本情况_2018-02-07_11_51_59_1.csv,医疗卫生,医院及社区卫生服务机构,贵州
5301,6654,云岩区诊所卫生所医务室基本情况_2019-12-06_16_36_29_3.xls,医疗卫生,医院及社区卫生服务机构,贵州
5302,6655,云岩区诊所卫生所医务室基本情况_2020-11-06_14_11_23_4.xlsx,医疗卫生,医院及社区卫生服务机构,贵州
5316,6670,云浮市为侨法律服务工作站律师名单_2900051700161.csv,法律,社会援助救助机构,广东
5341,6703,互联网上网服务营业场所经营监督检查信息_0.xls,邮电通信,公安部门,山东
5342,6704,互联网上网服务营业场所网络安全管理软件安装证公安局_1596624487847.xls,公共安全,公安部门,广东
5343,6705,互联网上网服务营业场所网络安全管理软件安装证公安局_1596624488031.xls,公共安全,公安部门,广东
5344,6706,互联网上网服务营业场所网络安全管理软件安装证（公安局）_156888160916037.xls,公共安全,公安部门,广东
5351,6719,五星级农村综合服务社信息_0.xls,农村发展,基层管理机构,山东
5353,6722,五莲县2017年度党员名师名单_0.csv,教育人员,教育机构,山东
5354,6724,五莲县2017年度民办培训机构优秀单位_0.csv,教育事业,教育机构,山东
5358,6731,五莲县义务教育学校名单_0.csv,教育事业,教育机构,山东
5359,6732,五莲县乡村医生注册信息_0.csv,医疗卫生,医院及社区卫生服务机构,山东
5360,6734,五莲县交通运输局内设机构信息_0.csv,行政,交通运输部门,山东
5361,6735,五莲县从事母婴保健技术服务许可信息_0.csv,医疗卫生,卫生健康委员会,山东
5362,6736,五莲县传染病防治监督信息_0.csv,医疗卫生,卫生健康委员会,山东
5364,6738,五莲县入网救护车信息_0.csv,医疗卫生,医院及社区卫生服务机构,山东
5375,6756,五莲县医疗保健机构从事母婴保健技术服务许可信息_0.xls,医疗卫生,卫生健康委员会,山东
5377,6758,五莲县医疗机构放射诊疗许可信息_0.xls,医疗卫生,医院及社区卫生服务机构,山东
5378,6759,五莲县博物馆内设机构信息_0.csv,文化,文体活动机构,山东
5379,6760,五莲县卫生计生局内设机构信息_0.csv,医疗卫生,卫生健康委员会,山东
5380,6761,五莲县卫计局行政处罚信息_0.csv,行政,卫生健康委员会,山东
5382,6764,五莲县危险货物运输经营以外的道路货运运输经营许可信息_0.csv,道路交通及管理,交通运输部门,山东
5400,6783,五莲县县管民营医疗机构信息_0.csv,医疗卫生,医院及社区卫生服务机构,山东
5402,6786,五莲县图书分馆名录_0.csv,出版物及相关单位,文体活动机构,山东
5403,6788,五莲县在营个体工商户基本信息_0.xls,非公经济,市场监管部门,山东
5404,6789,五莲县在营个体工商户基本信息_1.csv,非公经济,市场监管部门,山东
5405,6790,五莲县在营农民合作社基本信息_0.csv,农村发展,市场监管部门,山东
5413,6799,五莲县基层医疗卫生机构信息（乡镇卫生院）_0.csv,医疗卫生,医院及社区卫生服务机构,山东
5414,6801,五莲县学前教育学校名单_0.csv,教育事业,教育机构,山东
5417,6806,五莲县安监局各科室联系方式_0.csv,行政,市场监管部门,山东
5418,6808,五莲县居民养老保险乡镇（街道）业务经办机构信息_0.xls,保险福利,基层管理机构,山东
5420,6810,五莲县市场监管局2018年流通领域商品质量抽查检验结果（小家电）_0.csv,商品质量及交易监管,市场监管部门,山东
5421,6811,五莲县市场监管局2018年流通领域商品质量抽查检验结果（电动自行车）_0.csv,商品质量及交易监管,市场监管部门,山东
5422,6812,五莲县市场监管局2018年流通领域成品油质量抽检结果_0.csv,商品质量及交易监管,市场监管部门,山东
5423,6813,五莲县市场监管系统事业单位信息_0.csv,行政,市场监管部门,山东
5424,6814,五莲县市场监管系统内设机构信息_0.csv,行政,市场监管部门,山东
5425,6815,五莲县市场监管系统派出机构信息_0.csv,行政,市场监管部门,山东
5426,6816,五莲县市级一类幼儿园名单_0.csv,教育事业,教育机构,山东
5427,6818,五莲县律师事务所信息_0.csv,法律,司法部门,山东
5428,6819,五莲县执业医师注册信息_0.csv,医疗卫生,医院及社区卫生服务机构,山东
5430,6821,五莲县教学新秀名单_0.csv,教育人员,教育机构,山东
5439,6833,五莲县机动车维修经营许可信息_0.csv,道路交通及管理,交通运输部门,山东
5445,6840,五莲县民政局机构设置信息_0.xls,行政,民政部门,山东
5446,6841,五莲县法律服务所信息_0.csv,法律,社会援助救助机构,山东
5451,6846,五莲县特约教育参事名单_0.csv,教育人员,教育机构,山东
5454,6852,五莲县社区卫生服务中心和卫生院国医堂信息_0.csv,医疗卫生,医院及社区卫生服务机构,山东
5457,6855,五莲县第四届五莲名师名单_0.csv,教育人员,教育机构,山东
5461,6861,五莲县综合执法系统内设机构信息_0.xls,行政,城市管理行政执法及审批部门,山东
5462,6862,五莲县综合行政执法局行政处罚信息_0.xls,行政,城市管理行政执法及审批部门,山东
5470,6872,五莲县豆制品监督抽检合格产品信息（2018年第一期）_0.csv,商品质量及交易监管,药监部门,山东
5472,6874,五莲县速冻食品监督抽检合格产品信息（2018年第一期）_0.csv,商品质量及交易监管,药监部门,山东
5478,6882,五莲县食品药品监督管理局乡镇监管所信息_0.csv,行政,药监部门,山东
5480,6884,五莲县食用农产品监督抽检合格产品信息（2018年第一期）_0.csv,商品质量及交易监管,药监部门,山东
5481,6885,五莲县食用植物油监督抽检合格产品信息（2018年第一期）_0.csv,商品质量及交易监管,药监部门,山东
5484,6889,五莲县高中教学工作先进个人名单_0.xls,教育人员,教育机构,山东
5485,6891,五莲基层法律服务工作者信息_0.csv,法律,社会援助救助机构,山东
5486,6892,五莲律师执业信息表_0.csv,法律,司法部门,山东
5501,6909,交管主考车型业务信息.csv,道路交通及管理,公安部门,天津
5502,6911,交管车辆管理业务信息.csv,道路交通及管理,公安部门,天津
5504,6913,交警大队信息_0.xls,道路交通及管理,公安部门,山东
5505,6914,交警大队信息公开目录_0.xls,道路交通及管理,公安部门,山东
5506,6915,交警总队直管支(大)队基础信息统计表.csv,道路交通及管理,公安部门,天津
5507,6916,交警支队各大队信息_0.csv,道路交通及管理,公安部门,山东
5508,6918,交警车管所_11784594776527832698.csv,道路交通及管理,交通运输部门,江苏
5509,6919,交警违法处理受理点_16205387218895249823.csv,道路交通及管理,公安部门,江苏
5514,6924,交通事故处理机构.csv,道路交通及管理,公安部门,北京
5515,6925,交通事故处理机构信息.csv,道路交通及管理,公安部门,浙江
5516,6926,交通事故处理机构信息_0.csv,道路交通及管理,公安部门,山东
5517,6927,交通事故处理点信息_0.csv,道路交通及管理,公安部门,山东
5518,6928,交通事故多发道路信息_0.csv,道路交通及管理,交通运输部门,山东
5519,6929,交通事故快速处理点_0.csv,道路交通及管理,公安部门,山东
5522,6932,交通大队机动车查验岗.csv,道路交通及管理,公安部门,湖北
5523,6933,交通大队车管中心办事网点.csv,道路交通及管理,公安部门,湖北
5527,6937,交通工程招投标管理_0.csv,道路交通及管理,交通运输部门,山东
5530,6940,交通工程材料价格信息发布.xls,道路交通及管理,交通运输部门,湖南
5533,6944,交通建设工程从业人员培训服务.xls,道路交通及管理,交通运输部门,湖南
5534,6945,交通建设工程使用的建筑材料信息记录、工程施工、监理人员调整备案.xls,建筑业,交通运输部门,湖南
5535,6946,交通建设工程监理单位资质信息.csv,道路交通及管理,交通运输部门,浙江
5537,6948,交通建设项目基本信息_2020-11-20_15_40_58_4.xlsx,道路交通及管理,交通运输部门,贵州
5538,6950,交通建设项目档案专项验收.xls,道路交通及管理,交通运输部门,湖南
5539,6952,交通执法人员信息_0.csv,道路交通及管理,交通运输部门,山东
5540,6953,交通支大队.csv,道路交通及管理,公安部门,北京
5545,6958,交通行政处罚案件信息.xls,道路交通及管理,交通运输部门,广东
5546,6959,交通行政处罚案件信息_1.xls,道路交通及管理,交通运输部门,广东
5547,6960,交通行政处罚案件信息_10.xls,道路交通及管理,交通运输部门,广东
5548,6961,交通行政处罚案件信息_11.xls,道路交通及管理,交通运输部门,广东
5549,6962,交通行政处罚案件信息_12.xls,道路交通及管理,交通运输部门,广东
5550,6963,交通行政处罚案件信息_13.xls,道路交通及管理,交通运输部门,广东
5551,6964,交通行政处罚案件信息_14.xls,道路交通及管理,交通运输部门,广东
5552,6965,交通行政处罚案件信息_15.xls,道路交通及管理,交通运输部门,广东
5553,6966,交通行政处罚案件信息_16.xls,道路交通及管理,交通运输部门,广东
5554,6967,交通行政处罚案件信息_17.xls,道路交通及管理,交通运输部门,广东
5555,6968,交通行政处罚案件信息_18.xls,道路交通及管理,交通运输部门,广东
5556,6969,交通行政处罚案件信息_19.xls,道路交通及管理,交通运输部门,广东
5557,6970,交通行政处罚案件信息_2.xls,道路交通及管理,交通运输部门,广东
5558,6971,交通行政处罚案件信息_20.xls,道路交通及管理,交通运输部门,广东
5559,6972,交通行政处罚案件信息_21.xls,道路交通及管理,交通运输部门,广东
5560,6973,交通行政处罚案件信息_22.xls,道路交通及管理,交通运输部门,广东
5561,6974,交通行政处罚案件信息_23.xls,道路交通及管理,交通运输部门,广东
5562,6975,交通行政处罚案件信息_24.xls,道路交通及管理,交通运输部门,广东
5563,6976,交通行政处罚案件信息_25.xls,道路交通及管理,交通运输部门,广东
5564,6977,交通行政处罚案件信息_26.xls,道路交通及管理,交通运输部门,广东
5565,6978,交通行政处罚案件信息_27.xls,道路交通及管理,交通运输部门,广东
5566,6979,交通行政处罚案件信息_28.xls,道路交通及管理,交通运输部门,广东
5567,6980,交通行政处罚案件信息_29.xls,道路交通及管理,交通运输部门,广东
5568,6981,交通行政处罚案件信息_3.xls,道路交通及管理,交通运输部门,广东
5569,6982,交通行政处罚案件信息_30.xls,道路交通及管理,交通运输部门,广东
5570,6983,交通行政处罚案件信息_31.xls,道路交通及管理,交通运输部门,广东
5571,6984,交通行政处罚案件信息_32.xls,道路交通及管理,交通运输部门,广东
5572,6985,交通行政处罚案件信息_33.xls,道路交通及管理,交通运输部门,广东
5573,6986,交通行政处罚案件信息_34.xls,道路交通及管理,交通运输部门,广东
5574,6987,交通行政处罚案件信息_35.xls,道路交通及管理,交通运输部门,广东
5575,6988,交通行政处罚案件信息_36.xls,道路交通及管理,交通运输部门,广东
5576,6989,交通行政处罚案件信息_37.xls,道路交通及管理,交通运输部门,广东
5577,6990,交通行政处罚案件信息_38.xls,道路交通及管理,交通运输部门,广东
5578,6991,交通行政处罚案件信息_39.xls,道路交通及管理,交通运输部门,广东
5579,6992,交通行政处罚案件信息_4.xls,道路交通及管理,交通运输部门,广东
5580,6993,交通行政处罚案件信息_40.xls,道路交通及管理,交通运输部门,广东
5581,6994,交通行政处罚案件信息_41.xls,道路交通及管理,交通运输部门,广东
5582,6995,交通行政处罚案件信息_42.xls,道路交通及管理,交通运输部门,广东
5583,6996,交通行政处罚案件信息_43.xls,道路交通及管理,交通运输部门,广东
5584,6997,交通行政处罚案件信息_44.xls,道路交通及管理,交通运输部门,广东
5585,6998,交通行政处罚案件信息_45.xls,道路交通及管理,交通运输部门,广东
5586,6999,交通行政处罚案件信息_46.xls,道路交通及管理,交通运输部门,广东
5587,7000,交通行政处罚案件信息_47.xls,道路交通及管理,交通运输部门,广东
5588,7001,交通行政处罚案件信息_48.xls,道路交通及管理,交通运输部门,广东
5589,7002,交通行政处罚案件信息_49.xls,道路交通及管理,交通运输部门,广东
5590,7003,交通行政处罚案件信息_5.xls,道路交通及管理,交通运输部门,广东
5591,7004,交通行政处罚案件信息_50.xls,道路交通及管理,交通运输部门,广东
5592,7005,交通行政处罚案件信息_51.xls,道路交通及管理,交通运输部门,广东
5593,7006,交通行政处罚案件信息_52.xls,道路交通及管理,交通运输部门,广东
5594,7007,交通行政处罚案件信息_53.xls,道路交通及管理,交通运输部门,广东
5595,7008,交通行政处罚案件信息_54.xls,道路交通及管理,交通运输部门,广东
5596,7009,交通行政处罚案件信息_55.xls,道路交通及管理,交通运输部门,广东
5597,7010,交通行政处罚案件信息_56.xls,道路交通及管理,交通运输部门,广东
